常用频道,#genre#
CGTN,http://111.160.17.2:59901/tsfile/live/1003_1.m3u8
内蒙古卫视,http://111.160.17.2:59901/tsfile/live/0109_1.m3u8
湖北卫视,http://111.160.17.2:59901/tsfile/live/0132_1.m3u8
辽宁卫视,http://111.160.17.2:59901/tsfile/live/0121_1.m3u8

//电信,

CCTV1,http://gzly.hkychina.com:6002/udp/239.252.219.200:5140$江西赣州 电信
CCTV2,http://gzly.hkychina.com:6002/udp/239.252.220.183:5140$江西赣州 电信
CCTV3,http://gzly.hkychina.com:6002/udp/239.252.219.252:5140$江西赣州 电信
CCTV4,http://gzly.hkychina.com:6002/udp/239.252.220.184:5140$江西赣州 电信
CCTV4欧洲,http://gzly.hkychina.com:6002/udp/239.252.219.192:5140$江西赣州 电信
CCTV4美洲,http://gzly.hkychina.com:6002/udp/239.252.219.193:5140$江西赣州 电信
CCTV5,http://gzly.hkychina.com:6002/udp/239.252.219.198:5140$江西赣州 电信
CCTV6,http://gzly.hkychina.com:6002/udp/239.252.220.195:5140$江西赣州 电信
CCTV7,http://gzly.hkychina.com:6002/udp/239.252.220.185:5140$江西赣州 电信
CCTV8,http://gzly.hkychina.com:6002/udp/239.252.220.196:5140$江西赣州 电信
CCTV9,http://gzly.hkychina.com:6002/udp/239.252.220.186:5140$江西赣州 电信
CCTV10,http://gzly.hkychina.com:6002/udp/239.252.220.91:5140$江西赣州 电信
CCTV11,http://gzly.hkychina.com:6002/udp/239.252.219.16:5140$江西赣州 电信
CCTV12,http://gzly.hkychina.com:6002/udp/239.252.220.187:5140$江西赣州 电信
CCTV13,http://gzly.hkychina.com:6002/udp/239.252.219.18:5140$江西赣州 电信
CCTV14,http://gzly.hkychina.com:6002/udp/239.252.220.92:5140$江西赣州 电信
CCTV15,http://gzly.hkychina.com:6002/udp/239.252.219.20:5140$江西赣州 电信
CCTV16,http://gzly.hkychina.com:6002/udp/239.252.219.71:5140$江西赣州 电信
CCTV17,http://gzly.hkychina.com:6002/udp/239.252.220.192:5140$江西赣州 电信
吉林卫视,http://gzly.hkychina.com:6002/udp/239.252.220.188:5140$江西赣州 电信
四川卫视,http://gzly.hkychina.com:6002/udp/239.252.220.93:5140$江西赣州 电信
河南卫视,http://gzly.hkychina.com:6002/udp/239.252.220.189:5140$江西赣州 电信
兵团卫视,http://gzly.hkychina.com:6002/udp/239.252.219.107:5140$江西赣州 电信
甘肃卫视,http://gzly.hkychina.com:6002/udp/239.252.219.110:5140$江西赣州 电信
广西卫视,http://gzly.hkychina.com:6002/udp/239.252.219.183:5140$江西赣州 电信
东方卫视,http://gzly.hkychina.com:6002/udp/239.252.219.229:5140$江西赣州 电信
东南卫视,http://gzly.hkychina.com:6002/udp/239.252.220.82:5140$江西赣州 电信
广东卫视,http://gzly.hkychina.com:6002/udp/239.252.219.213:5140$江西赣州 电信
湖南卫视,http://gzly.hkychina.com:6002/udp/239.252.219.28:5140$江西赣州 电信
江苏卫视,http://gzly.hkychina.com:6002/udp/239.252.219.214:5140$江西赣州 电信
浙江卫视,http://gzly.hkychina.com:6002/udp/239.252.219.210:5140$江西赣州 电信
北京卫视,http://gzly.hkychina.com:6002/udp/239.252.219.206:5140$江西赣州 电信
深圳卫视,http://gzly.hkychina.com:6002/udp/239.252.219.212:5140$江西赣州 电信
天津卫视,http://gzly.hkychina.com:6002/udp/239.252.220.61:5140$江西赣州 电信
湖北卫视,http://gzly.hkychina.com:6002/udp/239.252.219.208:5140$江西赣州 电信
山东卫视,http://gzly.hkychina.com:6002/udp/239.252.219.228:5140$江西赣州 电信
黑龙江卫视,http://gzly.hkychina.com:6002/udp/239.252.219.211:5140$江西赣州 电信
重庆卫视,http://gzly.hkychina.com:6002/udp/239.252.220.94:5140$江西赣州 电信
江西卫视,http://gzly.hkychina.com:6002/udp/239.252.220.63:5140$江西赣州 电信
贵州卫视,http://gzly.hkychina.com:6002/udp/239.252.220.190:5140$江西赣州 电信
贵州卫视,http://gzly.hkychina.com:6002/udp/239.252.219.41:5140$江西赣州 电信
河北卫视,http://gzly.hkychina.com:6002/udp/239.252.220.154:5140$江西赣州 电信
安徽卫视,http://gzly.hkychina.com:6002/udp/239.252.220.83:5140$江西赣州 电信
辽宁卫视,http://gzly.hkychina.com:6002/udp/239.252.220.62:5140$江西赣州 电信
云南卫视,http://gzly.hkychina.com:6002/udp/239.252.219.185:5140$江西赣州 电信
山西卫视,http://gzly.hkychina.com:6002/udp/239.252.219.27:5140$江西赣州 电信
内蒙古卫视,http://gzly.hkychina.com:6002/udp/239.252.219.48:5140$江西赣州 电信
青海卫视,http://gzly.hkychina.com:6002/udp/239.252.219.46:5140$江西赣州 电信
西藏卫视,http://gzly.hkychina.com:6002/udp/239.252.219.106:5140$江西赣州 电信
新疆卫视,http://gzly.hkychina.com:6002/udp/239.252.219.100:5140$江西赣州 电信
海南卫视,http://gzly.hkychina.com:6002/udp/239.252.219.178:5140$江西赣州 电信


CCTV1,http://58.220.219.14:9901/tsfile/live/0001_1.m3u8
CCTV2,http://58.220.219.14:9901/tsfile/live/0002_1.m3u8
CCTV3,http://58.220.219.14:9901/tsfile/live/0003_1.m3u8
CCTV4,http://58.220.219.14:9901/tsfile/live/0004_1.m3u8
CCTV5,http://58.220.219.14:9901/tsfile/live/0005_1.m3u8
CCTV6,http://58.220.219.14:9901/tsfile/live/0006_1.m3u8
CCTV7,http://58.220.219.14:9901/tsfile/live/0007_1.m3u8
CCTV8,http://58.220.219.14:9901/tsfile/live/0008_1.m3u8
CCTV9,http://58.220.219.14:9901/tsfile/live/0009_1.m3u8
CCTV10,http://58.220.219.14:9901/tsfile/live/0010_1.m3u8
CCTV11,http://58.220.219.14:9901/tsfile/live/0011_1.m3u8
CCTV12,http://58.220.219.14:9901/tsfile/live/0012_1.m3u8
CCTV13,http://58.220.219.14:9901/tsfile/live/0013_1.m3u8
CCTV14,http://58.220.219.14:9901/tsfile/live/0014_1.m3u8
CCTV15,http://58.220.219.14:9901/tsfile/live/0015_1.m3u8
江苏卫视,http://58.220.219.14:9901/tsfile/live/0127_1.m3u8
湖南卫视,http://58.220.219.14:9901/tsfile/live/0128_1.m3u8
东方卫视,http://58.220.219.14:9901/tsfile/live/0107_1.m3u8
北京卫视,http://58.220.219.14:9901/tsfile/live/0122_1.m3u8
